"","interval.ma"," early_interval","accepted_name","lat","lng","cell","ex","fad"
"1148",251.2,"Induan","Austrotindaria",28.44,-30.84,125,0,251.2
"1149",251.2,"Induan","Austrotindaria",-14.78,106.84,662,0,251.2
"1150",251.2,"Induan","Austrotindaria",-12.56,104.62,653,0,251.2
"1151",251.2,"Induan","Austrotindaria",54.76,22.9,253,0,251.2
"1152",251.2,"Induan","Austrotindaria",12.74,36.16,247,0,251.2
"1153",251.2,"Induan","Austrotindaria",-14.79,106.75,662,0,251.2
"1154",251.2,"Induan","Austrotindaria",43.8,22.74,252,0,251.2
"1155",251.2,"Induan","Aviculopecten",54.06,22.59,253,0,393.3
"1156",251.2,"Induan","Aviculopecten",54.57,22.03,253,0,393.3
"1157",251.2,"Induan","Bakevellia",41.61,22.76,251,0,323.2
"1158",251.2,"Induan","Bakevellia",43.93,22.62,252,0,323.2
"1159",251.2,"Induan","Bakevellia",-14.79,106.75,662,0,323.2
"1160",251.2,"Induan","Bakevellia",-10.27,105.92,663,0,323.2
"1161",251.2,"Induan","Bakevellia",-14.74,106.83,662,0,323.2
"1162",251.2,"Induan","Bakevellia",-14.93,104.65,662,0,323.2
"1163",251.2,"Induan","Bakevellia",20.12,108.9,667,0,323.2
"1164",251.2,"Induan","Bakevellia",-9.85,106.35,663,0,323.2
"1165",251.2,"Induan","Bakevellia",-17.89,108.21,661,0,323.2
"1166",251.2,"Induan","Bakevellia",43.94,22.61,252,0,323.2
"1167",251.2,"Induan","Bakevellia",4.28,115.3,674,0,323.2
"1168",251.2,"Induan","Bakevellia",54.35,22.08,253,0,323.2
"1169",251.2,"Induan","Bakevellia",43.9,22.7,252,0,323.2
"1170",251.2,"Induan","Bakevellia",-16.69,107.88,662,0,323.2
"1171",251.2,"Induan","Bakevellia",-15.61,104.98,662,0,323.2
"1172",251.2,"Induan","Bakevellia",54.75,22.9,253,0,323.2
"1173",251.2,"Induan","Bakevellia",54.35,22.08,253,0,323.2
"1174",251.2,"Induan","Bakevellia",-14.75,106.83,662,0,323.2
"1175",251.2,"Induan","Bakevellia",54.73,22.85,253,0,323.2
"1176",251.2,"Induan","Bakevellia",12.74,36.14,247,0,323.2
"1177",251.2,"Induan","Bakevellia",-10.05,106.24,663,0,323.2
"1178",251.2,"Induan","Bakevellia",-7.08,117.29,673,0,323.2
"1179",251.2,"Induan","Bakevellia",-8.21,104.79,663,0,323.2
"1180",251.2,"Induan","Bakevellia",-12.51,104.2,653,0,323.2
"1181",251.2,"Induan","Bakevellia",40.88,22.89,251,0,323.2
"1182",251.2,"Induan","Bakevellia",-10.91,105.97,653,0,323.2
"1183",251.2,"Induan","Bakevellia",-14.64,104.7,662,0,323.2
"1184",251.2,"Induan","Bakevellia",43.8,22.74,252,0,323.2
"1185",251.2,"Induan","Bakevellia",54.87,22.27,253,0,323.2
"1186",251.2,"Induan","Bakevellia",-14.54,104.84,662,0,323.2
"1187",251.2,"Induan","Bakevellia",8.91,35.54,235,0,323.2
"1188",251.2,"Induan","Bakevellia",25.24,-30.94,135,0,323.2
"1189",251.2,"Induan","Bakevellia",25.57,-31.16,135,0,323.2
"1190",251.2,"Induan","Bakevellia (Bakevellia)",-15.87,107.54,662,0,295.5
"1191",251.2,"Induan","Bakevellia (Bakevellia)",-15.53,106.74,662,0,295.5
"1192",251.2,"Induan","Bakevellia (Bakevellia)",-14.75,106.83,662,0,295.5
"1193",251.2,"Induan","Bakevellia (Bakevellia)",-14.74,106.83,662,0,295.5
"1194",251.2,"Induan","Bakevellia (Bakevellia)",-15.8,107.57,662,0,295.5
"1195",251.2,"Induan","Bakevellia (Bakevellia)",-15.37,106.82,662,0,295.5
"1196",251.2,"Induan","Bakevellia (Bakevellia)",-15.52,106.74,662,0,295.5
"1197",251.2,"Induan","Bakevellia (Maizuria)",2.77,129.54,693,0,251.2
"1198",251.2,"Induan","Bositra",54.86,21.97,253,0,251.2
"1199",251.2,"Induan","Bositra",4.28,115.29,674,0,251.2
"1200",251.2,"Induan","Bositra",-16.69,107.88,662,0,251.2
"1201",251.2,"Induan","Bositra",-15.61,104.98,662,0,251.2
"1202",251.2,"Induan","Bositra",40.94,-31.77,107,0,251.2
"1203",251.2,"Induan","Cardinia",72.16,55.88,351,0,251.2
"1204",251.2,"Induan","Chartronella",-22.9,53.87,594,0,251.2
"1205",251.2,"Induan","Chartronella",-22.82,54.01,594,0,251.2
"1206",251.2,"Induan","Chartronella",12.91,36.27,247,0,251.2
"1207",251.2,"Induan","Chartronella",21.01,142.39,381,0,251.2
"1208",251.2,"Induan","Claraia",7.82,56.86,265,0,265.1
"1209",251.2,"Induan","Claraia",12.87,36.38,247,0,265.1
"1210",251.2,"Induan","Claraia",43.9,22.7,252,0,265.1
"1211",251.2,"Induan","Claraia",-36.48,55.11,602,0,265.1
"1212",251.2,"Induan","Claraia",-1.33,61.44,273,0,265.1
"1213",251.2,"Induan","Claraia",20.12,108.9,667,0,265.1
"1214",251.2,"Induan","Claraia",12.86,36.13,247,0,265.1
"1215",251.2,"Induan","Claraia",-41.49,53.51,601,0,265.1
"1216",251.2,"Induan","Claraia",-10.27,105.92,663,0,265.1
"1217",251.2,"Induan","Claraia",-10.05,106.24,663,0,265.1
"1218",251.2,"Induan","Claraia",41.55,22.35,251,0,265.1
"1219",251.2,"Induan","Claraia",7.83,56.85,265,0,265.1
"1220",251.2,"Induan","Claraia",-13.77,106.56,662,0,265.1
"1221",251.2,"Induan","Claraia",8.45,56.75,265,0,265.1
"1222",251.2,"Induan","Claraia",43.94,22.62,252,0,265.1
"1223",251.2,"Induan","Claraia",-9.91,108.13,663,0,265.1
"1224",251.2,"Induan","Claraia",26.32,-30.21,135,0,265.1
"1225",251.2,"Induan","Claraia",43.95,22.58,252,0,265.1
"1226",251.2,"Induan","Claraia",8.47,56.77,265,0,265.1
"1227",251.2,"Induan","Claraia",-6.99,117,673,0,265.1
"1228",251.2,"Induan","Claraia",-15.37,106.82,662,0,265.1
"1229",251.2,"Induan","Claraia",-14.75,106.73,662,0,265.1
"1230",251.2,"Induan","Claraia",-22.9,53.87,594,0,265.1
"1231",251.2,"Induan","Claraia",43.94,22.61,252,0,265.1
"1232",251.2,"Induan","Claraia",-13.66,107.1,662,0,265.1
"1233",251.2,"Induan","Claraia",43.93,22.64,252,0,265.1
"1234",251.2,"Induan","Claraia",26.62,-29.89,135,0,265.1
"1235",251.2,"Induan","Claraia",12.74,36.16,247,0,265.1
"1236",251.2,"Induan","Claraia",-13.19,116.39,672,0,265.1
"1237",251.2,"Induan","Claraia",-16.69,107.88,662,0,265.1
"1238",251.2,"Induan","Claraia",41.49,22.87,251,0,265.1
"1239",251.2,"Induan","Claraia",-14.42,104.3,662,0,265.1
"1240",251.2,"Induan","Claraia",28.44,-30.84,125,0,265.1
"1241",251.2,"Induan","Claraia",-14.49,105.24,662,0,265.1
"1242",251.2,"Induan","Claraia",-9.06,113.77,672,0,265.1
"1243",251.2,"Induan","Claraia",-15.52,106.74,662,0,265.1
"1244",251.2,"Induan","Claraia",-12.34,105.29,662,0,265.1
"1245",251.2,"Induan","Claraia",-10.91,105.97,653,0,265.1
"1246",251.2,"Induan","Claraia",-8.09,115.37,672,0,265.1
"1247",251.2,"Induan","Claraia",-10.51,105.84,663,0,265.1
"1248",251.2,"Induan","Claraia",-12.62,106.65,662,0,265.1
"1249",251.2,"Induan","Claraia",-14.35,105.4,662,0,265.1
"1250",251.2,"Induan","Claraia",-13.79,106.61,662,0,265.1
"1251",251.2,"Induan","Claraia",-6.99,117.01,673,0,265.1
"1252",251.2,"Induan","Claraia",8.35,40.84,246,0,265.1
"1253",251.2,"Induan","Claraia",29.54,-34.82,125,0,265.1
"1254",251.2,"Induan","Claraia",-13.1,104.88,662,0,265.1
"1255",251.2,"Induan","Claraia",-53.39,69.07,619,0,265.1
"1256",251.2,"Induan","Claraia",43.93,22.62,252,0,265.1
"1257",251.2,"Induan","Claraia",-12.43,116.21,672,0,265.1
"1258",251.2,"Induan","Claraia",-23.38,103.38,651,0,265.1
"1259",251.2,"Induan","Claraia",-17.81,90.47,309,0,265.1
"1260",251.2,"Induan","Claraia",-18.43,107.35,661,0,265.1
"1261",251.2,"Induan","Claraia",-9.71,108.54,663,0,265.1
"1262",251.2,"Induan","Claraia",43.91,22.69,252,0,265.1
"1263",251.2,"Induan","Claraia",4.23,115.22,674,0,265.1
"1264",251.2,"Induan","Claraia",-16.19,109.07,662,0,265.1
"1265",251.2,"Induan","Claraia",-14.36,105.39,662,0,265.1
"1266",251.2,"Induan","Claraia",54.75,22.96,253,0,265.1
"1267",251.2,"Induan","Claraia",24.06,-38.01,125,0,265.1
"1268",251.2,"Induan","Claraia",29.71,-34.46,125,0,265.1
"1269",251.2,"Induan","Claraia",25.56,-33.79,125,0,265.1
"1270",251.2,"Induan","Claraia",-14.74,106.83,662,0,265.1
"1271",251.2,"Induan","Claraia",-7.32,106.69,663,0,265.1
"1272",251.2,"Induan","Claraia",43.92,22.63,252,0,265.1
"1273",251.2,"Induan","Claraia",-13.8,106.8,662,0,265.1
"1274",251.2,"Induan","Claraia",-36.76,54.58,602,0,265.1
"1275",251.2,"Induan","Claraia",30.31,-33.37,125,0,265.1
"1276",251.2,"Induan","Claraia",41.53,22.8,251,0,265.1
"1277",251.2,"Induan","Claraia",12.91,36.27,247,0,265.1
"1278",251.2,"Induan","Claraia",41.87,22.27,251,0,265.1
"1279",251.2,"Induan","Claraia",54.93,24.83,253,0,265.1
"1280",251.2,"Induan","Claraia",41.98,22.18,190,0,265.1
"1281",251.2,"Induan","Claraia",-18.55,107.18,661,0,265.1
"1282",251.2,"Induan","Claraia",-9.85,106.35,663,0,265.1
"1283",251.2,"Induan","Claraia",55.38,24.44,334,0,265.1
"1284",251.2,"Induan","Claraia",41.57,22.82,251,0,265.1
"1285",251.2,"Induan","Claraia",-15.87,107.54,662,0,265.1
"1286",251.2,"Induan","Claraia",26.63,-29.9,135,0,265.1
"1287",251.2,"Induan","Claraia",-27.64,107.98,660,0,265.1
"1288",251.2,"Induan","Claraia",12.91,36.27,247,0,265.1
"1289",251.2,"Induan","Claraia",-6.99,117,673,0,265.1
"1290",251.2,"Induan","Claraia",43.77,22.76,252,0,265.1
"1291",251.2,"Induan","Claraia",41.61,22.76,251,0,265.1
"1292",251.2,"Induan","Claraia",12.69,36.07,247,0,265.1
"1293",251.2,"Induan","Claraia",12.87,35.97,247,0,265.1
"1294",251.2,"Induan","Claraia",8.89,56.59,265,0,265.1
"1295",251.2,"Induan","Claraia",8.75,56.7,265,0,265.1
"1296",251.2,"Induan","Claraia",-36.52,55.02,602,0,265.1
"1297",251.2,"Induan","Claraia",59.43,-23.83,89,0,265.1
"1298",251.2,"Induan","Claraia",43.92,22.67,252,0,265.1
"1299",251.2,"Induan","Claraia",-8.21,104.79,663,0,265.1
"1300",251.2,"Induan","Claraia",78.63,83.4,360,0,265.1
"1301",251.2,"Induan","Claraia",-16.6,104.64,652,0,265.1
"1302",251.2,"Induan","Claraia",-17.89,108.21,661,0,265.1
"1303",251.2,"Induan","Claraia",43.91,22.67,252,0,265.1
"1304",251.2,"Induan","Claraia",25.57,-33.79,125,0,265.1
"1305",251.2,"Induan","Claraia",-7.1,117.4,673,0,265.1
"1306",251.2,"Induan","Claraia",12.74,36.14,247,0,265.1
"1307",251.2,"Induan","Claraia",-6.46,38.96,577,0,265.1
"1308",251.2,"Induan","Claraia",-12.43,104.93,653,0,265.1
"1309",251.2,"Induan","Claraia",8.39,56.91,265,0,265.1
"1310",251.2,"Induan","Claraia",44.09,22.81,252,0,265.1
"1311",251.2,"Induan","Claraia",54.73,22.85,253,0,265.1
"1312",251.2,"Induan","Claraia",29.54,-34.82,125,0,265.1
"1313",251.2,"Induan","Claraia",-16.24,109.08,662,0,265.1
"1314",251.2,"Induan","Claraia",34.53,85.83,316,0,265.1
"1315",251.2,"Induan","Claraia",-14.75,106.83,662,0,265.1
"1316",251.2,"Induan","Claraia",41.51,22.99,251,0,265.1
"1317",251.2,"Induan","Claraia",28.4,-30.94,125,0,265.1
"1318",251.2,"Induan","Claraia",-14.54,104.84,662,0,265.1
"1319",251.2,"Induan","Claraia",-36.53,54.99,602,0,265.1
"1320",251.2,"Induan","Claraia",-10.91,105.96,653,0,265.1
"1321",251.2,"Induan","Claraia",-7.27,106.76,663,0,265.1
"1322",251.2,"Induan","Claraia",-7.86,105.09,663,0,265.1
"1323",251.2,"Induan","Claraia",-8.88,113.4,672,0,265.1
"1324",251.2,"Induan","Claraia",7.85,56.86,265,0,265.1
"1325",251.2,"Induan","Claraia",-10.48,106.01,663,0,265.1
"1326",251.2,"Induan","Claraia",41.57,22.82,251,0,265.1
"1327",251.2,"Induan","Claraia",-14.49,105.24,662,0,265.1
"1328",251.2,"Induan","Claraia",-14.49,105.24,662,0,265.1
"1329",251.2,"Induan","Claraia",-14.64,104.7,662,0,265.1
"1330",251.2,"Induan","Claraia",53.99,22.75,253,0,265.1
"1331",251.2,"Induan","Claraia",42.24,22.34,251,0,265.1
"1332",251.2,"Induan","Claraia",-23.37,103.34,651,0,265.1
"1333",251.2,"Induan","Claraia",12.74,36.16,247,0,265.1
"1334",251.2,"Induan","Claraia",12.94,36.21,247,0,265.1
"1335",251.2,"Induan","Claraia",-11.37,106.49,662,0,265.1
"1336",251.2,"Induan","Claraia",-9.54,112.47,672,0,265.1
"1337",251.2,"Induan","Claraia",-16.34,109.49,662,0,265.1
"1338",251.2,"Induan","Claraia",-14.78,106.84,662,0,265.1
"1339",251.2,"Induan","Claraia",8.34,56.74,265,0,265.1
"1340",251.2,"Induan","Claraia",-14.09,105.96,662,0,265.1
"1341",251.2,"Induan","Claraia",12.82,36.19,247,0,265.1
"1342",251.2,"Induan","Claraia",-7.04,72.44,292,0,265.1
"1343",251.2,"Induan","Claraia",26.62,-29.89,135,0,265.1
"1344",251.2,"Induan","Claraia",-13.73,106.19,662,0,265.1
"1345",251.2,"Induan","Claraia",-14.79,106.75,662,0,265.1
"1346",251.2,"Induan","Claraia",-7.08,117.29,673,0,265.1
"1347",251.2,"Induan","Claraia",30.11,-34.99,125,0,265.1
"1348",251.2,"Induan","Claraia",8.54,35.2,235,0,265.1
"1349",251.2,"Induan","Claraia",-14.39,105.86,662,0,265.1
"1350",251.2,"Induan","Claraia",42.84,22.38,252,0,265.1
"1351",251.2,"Induan","Claraia",-15.96,106.57,662,0,265.1
"1352",251.2,"Induan","Claraia",8.39,56.86,265,0,265.1
"1353",251.2,"Induan","Claraia",8.88,56.59,265,0,265.1
"1354",251.2,"Induan","Claraia",-11.43,106.47,662,0,265.1
"1355",251.2,"Induan","Claraia",34.55,86.08,316,0,265.1
"1356",251.2,"Induan","Claraia",-7,117.27,673,0,265.1
"1357",251.2,"Induan","Claraia",-16.79,107.38,662,0,265.1
"1358",251.2,"Induan","Claraia",-12.2,105.16,653,0,265.1
"1359",251.2,"Induan","Claraia",12.9,35.96,247,0,265.1
"1360",251.2,"Induan","Claraia",21.01,142.39,381,0,265.1
"1361",251.2,"Induan","Claraia",7.8,56.83,265,0,265.1
"1362",251.2,"Induan","Claraia",40.88,22.89,251,0,265.1
"1363",251.2,"Induan","Claraia",-8.21,104.79,663,0,265.1
"1364",251.2,"Induan","Claraia",-36.48,55.11,602,0,265.1
"1365",251.2,"Induan","Claraia",28.75,-32.09,125,0,265.1
"1366",251.2,"Induan","Claraia",-12.45,116.23,672,0,265.1
"1367",251.2,"Induan","Claraia",12.74,36.16,247,0,265.1
"1368",251.2,"Induan","Claraia",-8.35,104.64,663,0,265.1
"1369",251.2,"Induan","Claraia",-8.48,104.5,663,0,265.1
"1370",251.2,"Induan","Claraia",-12.56,104.62,653,0,265.1
"1371",251.2,"Induan","Claraia",9.38,38.41,247,0,265.1
"1372",251.2,"Induan","Claraia",-14.93,104.65,662,0,265.1
"1373",251.2,"Induan","Claraia",8.89,35.58,235,0,265.1
"1374",251.2,"Induan","Claraia",54.35,22.08,253,0,265.1
"1375",251.2,"Induan","Claraia",-13.12,104.86,662,0,265.1
"1376",251.2,"Induan","Claraia",26.61,-30.04,135,0,265.1
"1377",251.2,"Induan","Claraia",12.7,36.16,247,0,265.1
"1378",251.2,"Induan","Claraia",-10.3,110.04,663,0,265.1
"1379",251.2,"Induan","Claraia",43.92,22.66,252,0,265.1
"1380",251.2,"Induan","Claraia",-7.9,105.1,663,0,265.1
"1381",251.2,"Induan","Claraia",41.89,22.32,251,0,265.1
"1382",251.2,"Induan","Claraia",25.61,-30.99,135,0,265.1
"1383",251.2,"Induan","Claraia",-14.2,107.57,662,0,265.1
"1384",251.2,"Induan","Claraia",-14.17,105.99,662,0,265.1
"1385",251.2,"Induan","Claraia",12.87,35.97,247,0,265.1
"1386",251.2,"Induan","Claraia",-16.6,104.32,652,0,265.1
"1387",251.2,"Induan","Claraia",14.08,35.08,247,0,265.1
"1388",251.2,"Induan","Claraia",-10.48,106.01,663,0,265.1
"1389",251.2,"Induan","Claraia",54.35,22.08,253,0,265.1
"1390",251.2,"Induan","Claraia",-17.89,108.21,661,0,265.1
"1391",251.2,"Induan","Claraia",38.14,88.17,316,0,265.1
"1392",251.2,"Induan","Claraia",41.59,22.87,251,0,265.1
"1393",251.2,"Induan","Claraia",-15.8,107.57,662,0,265.1
"1394",251.2,"Induan","Claraia",-17.74,108.19,662,0,265.1
"1395",251.2,"Induan","Claraia",80.35,89.07,370,0,265.1
"1396",251.2,"Induan","Claraia",-10.28,106.09,663,0,265.1
"1397",251.2,"Induan","Claraia",-36.52,55.02,602,0,265.1
"1398",251.2,"Induan","Claraia",-8.21,104.79,663,0,265.1
"1399",251.2,"Induan","Claraia",12.87,36.13,247,0,265.1
"1400",251.2,"Induan","Claraia",7.79,56.84,265,0,265.1
"1401",251.2,"Induan","Claraia",-15.61,104.98,662,0,265.1
"1402",251.2,"Induan","Claraia",-10.52,106.53,663,0,265.1
"1403",251.2,"Induan","Claraia",-23.38,103.33,651,0,265.1
"1404",251.2,"Induan","Claraia",8.29,40.41,246,0,265.1
"1405",251.2,"Induan","Claraia",80.31,89.35,370,0,265.1
"1406",251.2,"Induan","Claraia",54.35,22.08,253,0,265.1
"1407",251.2,"Induan","Claraia",-7.08,117.29,673,0,265.1
"1408",251.2,"Induan","Claraia",43.93,22.59,252,0,265.1
"1409",251.2,"Induan","Claraia",7.83,56.85,265,0,265.1
"1410",251.2,"Induan","Claraia",54.78,5.72,172,0,265.1
"1411",251.2,"Induan","Claraia",-13.68,106.29,662,0,265.1
"1412",251.2,"Induan","Claraia",28.84,-31.63,125,0,265.1
"1413",251.2,"Induan","Claraia",-12.42,116.24,672,0,265.1
"1414",251.2,"Induan","Claraia",-23.39,103.39,651,0,265.1
"1415",251.2,"Induan","Claraia",8.97,35.58,235,0,265.1
"1416",251.2,"Induan","Claraia",43.8,22.74,252,0,265.1
"1417",251.2,"Induan","Claraia",4.66,114.2,674,0,265.1
"1418",251.2,"Induan","Claraia",-15.72,107.1,662,0,265.1
"1419",251.2,"Induan","Claraia",76.9,74.52,360,0,265.1
"1420",251.2,"Induan","Claraia",-12.83,106.9,662,0,265.1
"1421",251.2,"Induan","Claraia",-16.6,104.64,652,0,265.1
"1422",251.2,"Induan","Claraia",25.57,-31.18,135,0,265.1
"1423",251.2,"Induan","Claraia",-14.39,105.41,662,0,265.1
"1424",251.2,"Induan","Claraia",-23.29,103.22,651,0,265.1
"1425",251.2,"Induan","Claraia (Pteroclaraia)",-16.56,105.16,652,1,251.2
"1426",251.2,"Induan","Coelostylina",26.63,-29.9,135,0,254.17
"1427",251.2,"Induan","Coelostylina",12.74,36.16,247,0,254.17
"1428",251.2,"Induan","Coelostylina",-22.9,53.87,594,0,254.17
"1429",251.2,"Induan","Coelostylina",-14.74,106.83,662,0,254.17
"1430",251.2,"Induan","Coelostylina",12.7,36.16,247,0,254.17
"1431",251.2,"Induan","Coelostylina",12.91,36.27,247,0,254.17
"1432",251.2,"Induan","Coelostylina",12.87,36.13,247,0,254.17
"1433",251.2,"Induan","Coelostylina",-14.75,106.83,662,0,254.17
"1434",251.2,"Induan","Coelostylina",21.01,142.39,381,0,254.17
"1435",251.2,"Induan","Coelostylina",12.87,36.38,247,0,254.17
"1436",251.2,"Induan","Coelostylina",12.86,36.13,247,0,254.17
"1437",251.2,"Induan","Coelostylina",12.91,36.27,247,0,254.17
"1438",251.2,"Induan","Coelostylina",12.74,36.14,247,0,254.17
"1439",251.2,"Induan","Coelostylina",12.83,35.7,247,0,254.17
"1440",251.2,"Induan","Coelostylina",-22.82,54.01,594,0,254.17
"1441",251.2,"Induan","Coelostylina",25.42,-31.08,135,0,254.17
"1442",251.2,"Induan","Coelostylina",25.24,-30.94,135,0,254.17
"1443",251.2,"Induan","Coelostylina",-34.49,52.32,602,0,254.17
"1444",251.2,"Induan","Coelostylina",12.87,35.97,247,0,254.17
"1445",251.2,"Induan","Coelostylina",-14.75,106.73,662,0,254.17
"1446",251.2,"Induan","Coelostylina",29.54,-34.82,125,0,254.17
"1447",251.2,"Induan","Coelostylina",13.05,36.37,247,0,254.17
"1448",251.2,"Induan","Coelostylina",29.44,-34.72,125,0,254.17
"1449",251.2,"Induan","Coelostylina",25.57,-31.16,135,0,254.17
"1450",251.2,"Induan","Coelostylina",12.87,35.97,247,0,254.17
"1451",251.2,"Induan","Cossmannina",-14.75,106.83,662,0,251.2
"1452",251.2,"Induan","Costatoria",-8.48,104.5,663,0,254.17
"1453",251.2,"Induan","Costatoria",-9.85,106.35,663,0,254.17
"1454",251.2,"Induan","Crittendenia",-9.85,106.35,663,0,251.2
"1455",251.2,"Induan","Crittendenia",4.23,115.22,674,0,251.2
"1456",251.2,"Induan","Crittendenia",-14.36,105.39,662,0,251.2
"1457",251.2,"Induan","Crittendenia",-8.48,104.5,663,0,251.2
"1458",251.2,"Induan","Crittendenia",-34.49,52.33,602,0,251.2
"1459",251.2,"Induan","Crittendenia",-6.99,117,673,0,251.2
"1460",251.2,"Induan","Crittendenia",-6.99,117,673,0,251.2
"1461",251.2,"Induan","Crittendenia",4.66,114.2,674,0,251.2
"1462",251.2,"Induan","Crittendenia",-34.49,52.32,602,0,251.2
"1463",251.2,"Induan","Cylindrobullina",12.91,36.27,247,0,251.2
"1464",251.2,"Induan","Dacromya",-15.87,107.54,662,0,252.17
"1465",251.2,"Induan","Dacromya",80.35,89.07,370,0,252.17
"1466",251.2,"Induan","Dacromya",-14.74,106.83,662,0,252.17
"1467",251.2,"Induan","Dacromya",-15.52,106.74,662,0,252.17
"1468",251.2,"Induan","Dicellonema",21.34,142.3,381,0,251.2
"1469",251.2,"Induan","Dicellonema",-22.9,53.87,594,0,251.2
"1470",251.2,"Induan","Dicellonema",21.34,142.29,381,0,251.2
"1471",251.2,"Induan","Dicellonema",21.01,142.39,381,0,251.2
"1472",251.2,"Induan","Dicellonema",-14.75,106.83,662,0,251.2
"1473",251.2,"Induan","Dicellonema",-14.64,104.7,662,0,251.2
"1474",251.2,"Induan","Dicellonema",-22.82,54.01,594,0,251.2
"1475",251.2,"Induan","Dicellonema",-14.01,105.15,662,0,251.2
"1476",251.2,"Induan","Dicellonema",28.4,-30.94,125,0,251.2
"1477",251.2,"Induan","Dicellonema",-15.52,106.74,662,0,251.2
"1478",251.2,"Induan","Dicellonema",-15.37,106.82,662,0,251.2
"1479",251.2,"Induan","Dicellonema",-14.74,106.83,662,0,251.2
"1480",251.2,"Induan","Dicellonema",-15.53,106.74,662,0,251.2
"1481",251.2,"Induan","Donaldina",-14.75,106.83,662,1,382.7
"1482",251.2,"Induan","Enantiostreon",43.8,22.74,252,0,254.17
"1483",251.2,"Induan","Entolioides",21.01,142.39,381,0,251.2
"1484",251.2,"Induan","Entolium",12.74,36.14,247,0,259.9
"1485",251.2,"Induan","Entolium",20.12,108.9,667,0,259.9
"1486",251.2,"Induan","Entolium",12.69,36.07,247,0,259.9
"1487",251.2,"Induan","Entolium",-14.36,105.39,662,0,259.9
"1488",251.2,"Induan","Entolium",12.91,36.27,247,0,259.9
"1489",251.2,"Induan","Entolium",-17.89,108.21,661,0,259.9
"1490",251.2,"Induan","Entolium",-15.61,104.98,662,0,259.9
"1491",251.2,"Induan","Entolium",-16.69,107.88,662,0,259.9
"1492",251.2,"Induan","Entolium",-9.85,106.35,663,0,259.9
"1493",251.2,"Induan","Eographis",-34.49,52.32,602,1,251.2
"1494",251.2,"Induan","Etheripecten",-36.52,55.02,602,1,315.2
"1495",251.2,"Induan","Etheripecten",-36.76,54.58,602,1,315.2
"1496",251.2,"Induan","Etheripecten",-36.52,55.02,602,1,315.2
"1497",251.2,"Induan","Eucochlis",-14.75,106.83,662,1,382.7
"1498",251.2,"Induan","Eucochlis",-14.74,106.83,662,1,382.7
"1499",251.2,"Induan","Eucochlis",-14.78,106.84,662,1,382.7
"1500",251.2,"Induan","Eucochlis",-15.37,106.82,662,1,382.7
"1501",251.2,"Induan","Eumorphotis",-13.86,104.54,662,0,254.17
"1502",251.2,"Induan","Eumorphotis",12.74,36.16,247,0,254.17
"1503",251.2,"Induan","Eumorphotis",20.12,108.9,667,0,254.17
"1504",251.2,"Induan","Eumorphotis",12.87,36.38,247,0,254.17
"1505",251.2,"Induan","Eumorphotis",-14.78,106.84,662,0,254.17
"1506",251.2,"Induan","Eumorphotis",-9.91,108.13,663,0,254.17
"1507",251.2,"Induan","Eumorphotis",-14.75,106.73,662,0,254.17
"1508",251.2,"Induan","Eumorphotis",-8.48,104.5,663,0,254.17
"1509",251.2,"Induan","Eumorphotis",-15.53,106.74,662,0,254.17
"1510",251.2,"Induan","Eumorphotis",-9.85,106.35,663,0,254.17
"1511",251.2,"Induan","Eumorphotis",7.82,56.86,265,0,254.17
"1512",251.2,"Induan","Eumorphotis",-10.05,106.24,663,0,254.17
"1513",251.2,"Induan","Eumorphotis",-36.48,55.11,602,0,254.17
"1514",251.2,"Induan","Eumorphotis",-6.99,117,673,0,254.17
"1515",251.2,"Induan","Eumorphotis",-13.8,106.8,662,0,254.17
"1516",251.2,"Induan","Eumorphotis",-15.52,106.74,662,0,254.17
"1517",251.2,"Induan","Eumorphotis",21.01,142.39,381,0,254.17
"1518",251.2,"Induan","Eumorphotis",29.71,-34.46,125,0,254.17
"1519",251.2,"Induan","Eumorphotis",-10.48,106.01,663,0,254.17
"1520",251.2,"Induan","Eumorphotis",43.94,22.61,252,0,254.17
"1521",251.2,"Induan","Eumorphotis",-14.74,106.83,662,0,254.17
"1522",251.2,"Induan","Eumorphotis",12.86,36.13,247,0,254.17
"1523",251.2,"Induan","Eumorphotis",12.74,36.14,247,0,254.17
"1524",251.2,"Induan","Eumorphotis",1.79,128.77,693,0,254.17
"1525",251.2,"Induan","Eumorphotis",-15.37,106.82,662,0,254.17
"1526",251.2,"Induan","Eumorphotis",43.9,22.7,252,0,254.17
"1527",251.2,"Induan","Eumorphotis",-7.08,117.29,673,0,254.17
"1528",251.2,"Induan","Eumorphotis",-15.87,107.54,662,0,254.17
"1529",251.2,"Induan","Eumorphotis",12.69,36.07,247,0,254.17
"1530",251.2,"Induan","Eumorphotis",-14.64,104.7,662,0,254.17
"1531",251.2,"Induan","Eumorphotis",12.91,36.27,247,0,254.17
"1532",251.2,"Induan","Eumorphotis",-22.9,53.87,594,0,254.17
"1533",251.2,"Induan","Eumorphotis",29.44,-34.72,125,0,254.17
"1534",251.2,"Induan","Eumorphotis",-17.97,90.93,318,0,254.17
"1535",251.2,"Induan","Eumorphotis",25.61,-30.99,135,0,254.17
"1536",251.2,"Induan","Eumorphotis",-14.93,104.65,662,0,254.17
"1537",251.2,"Induan","Eumorphotis",-16.69,107.88,662,0,254.17
"1538",251.2,"Induan","Eumorphotis",12.74,36.16,247,0,254.17
